date,currency,usd_rate,volatility
2026-10-10,AUD,1.3903,Medium
2026-10-11,AUD,1.3956,Medium
2026-10-12,AUD,1.3916,Medium
2026-10-13,AUD,1.3888,Medium
2026-10-14,AUD,1.3856,Medium
2026-10-15,AUD,1.389,Medium
2026-10-16,AUD,1.3928,Medium
2026-10-17,AUD,1.3947,Medium
2026-10-18,AUD,1.3996,Medium
2026-10-19,AUD,1.3947,Medium
2026-10-20,AUD,1.4016,Medium
2026-10-21,AUD,1.4081,Medium
2026-10-22,AUD,1.4112,Medium
2026-10-23,AUD,1.4187,Medium
2026-10-24,AUD,1.4117,Medium
2026-10-25,AUD,1.4094,Medium
2026-10-26,AUD,1.4063,Medium
2026-10-27,AUD,1.4094,Medium
2026-10-28,AUD,1.4049,Medium
2026-10-29,AUD,1.4081,Medium
2026-10-30,AUD,1.4139,Medium
2026-10-31,AUD,1.4169,Medium
2026-11-01,AUD,1.4181,Medium
2026-11-02,AUD,1.4139,Medium
2026-11-03,AUD,1.4103,Medium
2026-11-04,AUD,1.4156,Medium
2026-11-05,AUD,1.4189,Medium
2026-11-06,AUD,1.4187,Medium
2026-11-07,AUD,1.4169,Medium
2026-11-08,AUD,1.4083,Medium
2026-11-09,AUD,1.4038,Medium
2026-11-10,AUD,1.4118,Medium
2026-11-11,AUD,1.4064,Medium
2026-11-12,AUD,1.4072,Medium
2026-11-13,AUD,1.4115,Medium
2026-11-14,AUD,1.4062,Medium
2026-11-15,AUD,1.4069,Medium
2026-11-16,AUD,1.4109,Medium
2026-11-17,AUD,1.4109,Medium
2026-11-18,AUD,1.4231,Medium
2026-11-19,AUD,1.416,Medium
2026-11-20,AUD,1.4205,Medium
2026-11-21,AUD,1.4197,Medium
2026-11-22,AUD,1.423,Medium
2026-11-23,AUD,1.4249,Medium
2026-11-24,AUD,1.4218,Medium
2026-11-25,AUD,1.4227,Medium
2026-11-26,AUD,1.4148,Medium
2026-11-27,AUD,1.4174,Medium
2026-11-28,AUD,1.4186,Medium
2026-11-29,AUD,1.4214,Medium
2026-11-30,AUD,1.4259,Medium
2026-12-01,AUD,1.4274,Medium
2026-12-02,AUD,1.4281,Medium
2026-12-03,AUD,1.4243,Medium
2026-12-04,AUD,1.4213,Medium
2026-12-05,AUD,1.4263,Medium
2026-12-06,AUD,1.4325,Medium
2026-12-07,AUD,1.4314,Medium
2026-12-08,AUD,1.4316,Medium
2026-12-09,AUD,1.4277,Medium
2026-12-10,AUD,1.4328,Medium
2026-12-11,AUD,1.4356,Medium
2026-12-12,AUD,1.444,Medium
2026-12-13,AUD,1.4402,Medium
2026-12-14,AUD,1.4386,Medium
2026-12-15,AUD,1.4396,Medium
2026-12-16,AUD,1.4423,Medium
2026-12-17,AUD,1.4414,Medium
2026-12-18,AUD,1.4376,Medium
2026-12-19,AUD,1.4414,Medium
2026-12-20,AUD,1.4446,Medium
2026-12-21,AUD,1.4406,Medium
2026-12-22,AUD,1.4464,Medium
2026-12-23,AUD,1.4515,Medium
2026-12-24,AUD,1.4521,Medium
2026-12-25,AUD,1.4525,Medium
2026-12-26,AUD,1.4549,Medium
2026-12-27,AUD,1.4511,Medium
2026-12-28,AUD,1.4512,Medium
2026-12-29,AUD,1.4419,Medium
2026-12-30,AUD,1.4457,Medium
2026-12-31,AUD,1.4389,Medium
2026-01-01,MYR,4.4701,Medium
2026-01-02,MYR,4.4656,Medium
2026-01-03,MYR,4.4628,Medium
2026-01-04,MYR,4.4544,Medium
2026-01-05,MYR,4.4506,Medium
2026-01-06,MYR,4.4695,Medium
2026-01-07,MYR,4.4361,Medium
2026-01-08,MYR,4.4531,Medium
2026-01-09,MYR,4.4576,Medium
2026-01-10,MYR,4.4415,Medium
2026-01-11,MYR,4.4272,Medium
2026-01-12,MYR,4.4494,Medium
2026-01-13,MYR,4.4368,Medium
2026-01-14,MYR,4.4215,Medium
2026-01-15,MYR,4.4366,Medium
2026-01-16,MYR,4.4411,Medium
2026-01-17,MYR,4.4286,Medium
2026-01-18,MYR,4.4314,Medium
2026-01-19,MYR,4.4178,Medium
2026-01-20,MYR,4.4324,Medium
2026-01-21,MYR,4.4465,Medium
2026-01-22,MYR,4.4536,Medium
2026-01-23,MYR,4.4584,Medium
2026-01-24,MYR,4.482,Medium
2026-01-25,MYR,4.482,Medium
2026-01-26,MYR,4.4661,Medium
2026-01-27,MYR,4.4721,Medium
2026-01-28,MYR,4.5001,Medium
2026-01-29,MYR,4.4864,Medium
2026-01-30,MYR,4.4815,Medium
2026-01-31,MYR,4.4871,Medium
2026-02-01,MYR,4.4864,Medium
2026-02-02,MYR,4.4732,Medium
2026-02-03,MYR,4.4883,Medium
2026-02-04,MYR,4.5195,Medium
2026-02-05,MYR,4.5221,Medium
2026-02-06,MYR,4.5099,Medium
2026-02-07,MYR,4.4889,Medium
2026-02-08,MYR,4.4924,Medium
2026-02-09,MYR,4.5073,Medium
2026-02-10,MYR,4.5137,Medium
2026-02-11,MYR,4.5137,Medium
2026-02-12,MYR,4.5057,Medium
2026-02-13,MYR,4.4909,Medium
2026-02-14,MYR,4.5022,Medium
2026-02-15,MYR,4.5145,Medium
2026-02-16,MYR,4.4936,Medium
2026-02-17,MYR,4.515,Medium
2026-02-18,MYR,4.5228,Medium
2026-02-19,MYR,4.5418,Medium
2026-02-20,MYR,4.5235,Medium
2026-02-21,MYR,4.505,Medium
2026-02-22,MYR,4.5029,Medium
2026-02-23,MYR,4.5097,Medium
2026-02-24,MYR,4.534,Medium
2026-02-25,MYR,4.5436,Medium
2026-02-26,MYR,4.5403,Medium
2026-02-27,MYR,4.5264,Medium
2026-02-28,MYR,4.5431,Medium
2026-03-01,MYR,4.5299,Medium
2026-03-02,MYR,4.552,Medium
2026-03-03,MYR,4.5482,Medium
2026-03-04,MYR,4.5699,Medium
2026-03-05,MYR,4.5792,Medium
2026-03-06,MYR,4.5773,Medium
2026-03-07,MYR,4.5702,Medium
2026-03-08,MYR,4.5655,Medium
2026-03-09,MYR,4.5713,Medium
2026-03-10,MYR,4.5724,Medium
2026-03-11,MYR,4.5643,Medium
2026-03-12,MYR,4.562,Medium
2026-03-13,MYR,4.5631,Medium
2026-03-14,MYR,4.5339,Medium
2026-03-15,MYR,4.5402,Medium
2026-03-16,MYR,4.5268,Medium
2026-03-17,MYR,4.5112,Medium
2026-03-18,MYR,4.4883,Medium
2026-03-19,MYR,4.4642,Medium
2026-03-20,MYR,4.446,Medium
2026-03-21,MYR,4.4366,Medium
2026-03-22,MYR,4.4625,Medium
2026-03-23,MYR,4.4555,Medium
2026-03-24,MYR,4.4579,Medium
2026-03-25,MYR,4.4632,Medium
2026-03-26,MYR,4.465,Medium
2026-03-27,MYR,4.464,Medium
2026-03-28,MYR,4.448,Medium
2026-03-29,MYR,4.4673,Medium
2026-03-30,MYR,4.4915,Medium
2026-03-31,MYR,4.4689,Medium
2026-04-01,MYR,4.4551,Medium
2026-04-02,MYR,4.4514,Medium
2026-04-03,MYR,4.4385,Medium
2026-04-04,MYR,4.4452,Medium
2026-04-05,MYR,4.4355,Medium
2026-04-06,MYR,4.4643,Medium
2026-04-07,MYR,4.4803,Medium
2026-04-08,MYR,4.4831,Medium
2026-04-09,MYR,4.497,Medium
2026-04-10,MYR,4.5119,Medium
2026-04-11,MYR,4.5042,Medium
2026-04-12,MYR,4.4932,Medium
2026-04-13,MYR,4.4943,Medium
2026-04-14,MYR,4.5059,Medium
2026-04-15,MYR,4.5078,Medium
2026-04-16,MYR,4.4864,Medium
2026-04-17,MYR,4.4756,Medium
2026-04-18,MYR,4.4746,Medium
2026-04-19,MYR,4.4736,Medium
2026-04-20,MYR,4.5001,Medium
2026-04-21,MYR,4.4814,Medium
2026-04-22,MYR,4.4882,Medium
2026-04-23,MYR,4.5082,Medium
2026-04-24,MYR,4.539,Medium
2026-04-25,MYR,4.5334,Medium
2026-04-26,MYR,4.5401,Medium
2026-04-27,MYR,4.5479,Medium
2026-04-28,MYR,4.5506,Medium
2026-04-29,MYR,4.5492,Medium
2026-04-30,MYR,4.5552,Medium
2026-05-01,MYR,4.5206,Medium
2026-05-02,MYR,4.5298,Medium
2026-05-03,MYR,4.5315,Medium
2026-05-04,MYR,4.5285,Medium
2026-05-05,MYR,4.5563,Medium
2026-05-06,MYR,4.5471,Medium
2026-05-07,MYR,4.5416,Medium
2026-05-08,MYR,4.5687,Medium
2026-05-09,MYR,4.5573,Medium
2026-05-10,MYR,4.5498,Medium
2026-05-11,MYR,4.5478,Medium
2026-05-12,MYR,4.5593,Medium
2026-05-13,MYR,4.5621,Medium
2026-05-14,MYR,4.5444,Medium
2026-05-15,MYR,4.5371,Medium
2026-05-16,MYR,4.5289,Medium
2026-05-17,MYR,4.5278,Medium
2026-05-18,MYR,4.5336,Medium
2026-05-19,MYR,4.5393,Medium
2026-05-20,MYR,4.5151,Medium
2026-05-21,MYR,4.5295,Medium
2026-05-22,MYR,4.533,Medium
2026-05-23,MYR,4.5518,Medium
2026-05-24,MYR,4.5579,Medium
2026-05-25,MYR,4.5729,Medium
2026-05-26,MYR,4.5793,Medium
2026-05-27,MYR,4.5978,Medium
2026-05-28,MYR,4.605,Medium
2026-05-29,MYR,4.6037,Medium
2026-05-30,MYR,4.635,Medium
2026-05-31,MYR,4.6474,Medium
2026-06-01,MYR,4.6554,Medium
2026-06-02,MYR,4.6376,Medium
2026-06-03,MYR,4.6197,Medium
2026-06-04,MYR,4.6237,Medium
2026-06-05,MYR,4.6257,Medium
2026-06-06,MYR,4.6172,Medium
2026-06-07,MYR,4.6192,Medium
2026-06-08,MYR,4.6412,Medium
2026-06-09,MYR,4.6509,Medium
2026-06-10,MYR,4.6349,Medium
2026-06-11,MYR,4.6334,Medium
2026-06-12,MYR,4.6222,Medium
2026-06-13,MYR,4.6168,Medium
2026-06-14,MYR,4.6111,Medium
2026-06-15,MYR,4.6045,Medium
2026-06-16,MYR,4.5872,Medium
2026-06-17,MYR,4.5854,Medium
2026-06-18,MYR,4.5777,Medium
2026-06-19,MYR,4.5375,Medium
2026-06-20,MYR,4.5654,Medium
2026-06-21,MYR,4.5803,Medium
2026-06-22,MYR,4.5751,Medium
2026-06-23,MYR,4.5754,Medium
2026-06-24,MYR,4.5593,Medium
2026-06-25,MYR,4.5825,Medium
2026-06-26,MYR,4.6086,Medium
2026-06-27,MYR,4.6108,Medium
2026-06-28,MYR,4.6249,Medium
2026-06-29,MYR,4.6273,Medium
2026-06-30,MYR,4.6088,Medium
2026-07-01,MYR,4.6031,Medium
2026-07-02,MYR,4.6049,Medium
2026-07-03,MYR,4.5986,Medium
2026-07-04,MYR,4.5956,Medium
2026-07-05,MYR,4.5944,Medium
2026-07-06,MYR,4.5932,Medium
2026-07-07,MYR,4.594,Medium
2026-07-08,MYR,4.5794,Medium
2026-07-09,MYR,4.5695,Medium
2026-07-10,MYR,4.5519,Medium
2026-07-11,MYR,4.5652,Medium
2026-07-12,MYR,4.5364,Medium
2026-07-13,MYR,4.5521,Medium
2026-07-14,MYR,4.571,Medium
2026-07-15,MYR,4.5669,Medium
2026-07-16,MYR,4.5312,Medium
2026-07-17,MYR,4.5263,Medium
2026-07-18,MYR,4.5254,Medium
2026-07-19,MYR,4.5117,Medium
2026-07-20,MYR,4.5048,Medium
2026-07-21,MYR,4.5254,Medium
2026-07-22,MYR,4.5345,Medium
2026-07-23,MYR,4.5219,Medium
2026-07-24,MYR,4.5002,Medium
2026-07-25,MYR,4.4958,Medium
2026-07-26,MYR,4.4929,Medium
2026-07-27,MYR,4.4996,Medium
2026-07-28,MYR,4.4924,Medium
2026-07-29,MYR,4.4993,Medium
2026-07-30,MYR,4.5254,Medium
2026-07-31,MYR,4.5365,Medium
2026-08-01,MYR,4.5358,Medium
2026-08-02,MYR,4.5333,Medium
2026-08-03,MYR,4.5285,Medium
2026-08-04,MYR,4.5445,Medium
2026-08-05,MYR,4.536,Medium
2026-08-06,MYR,4.5366,Medium
2026-08-07,MYR,4.5373,Medium
2026-08-08,MYR,4.5304,Medium
2026-08-09,MYR,4.5118,Medium
2026-08-10,MYR,4.5162,Medium
2026-08-11,MYR,4.5153,Medium
2026-08-12,MYR,4.5221,Medium
2026-08-13,MYR,4.5149,Medium
2026-08-14,MYR,4.5314,Medium
2026-08-15,MYR,4.5195,Medium
2026-08-16,MYR,4.5427,Medium
2026-08-17,MYR,4.5189,Medium
2026-08-18,MYR,4.5248,Medium
2026-08-19,MYR,4.5312,Medium
2026-08-20,MYR,4.5204,Medium
2026-08-21,MYR,4.5262,Medium
2026-08-22,MYR,4.5435,Medium
2026-08-23,MYR,4.5133,Medium
2026-08-24,MYR,4.5201,Medium
2026-08-25,MYR,4.4863,Medium
2026-08-26,MYR,4.4733,Medium
2026-08-27,MYR,4.4952,Medium
2026-08-28,MYR,4.4873,Medium
2026-08-29,MYR,4.4715,Medium
2026-08-30,MYR,4.4689,Medium
2026-08-31,MYR,4.4966,Medium
2026-09-01,MYR,4.4719,Medium
2026-09-02,MYR,4.4578,Medium
2026-09-03,MYR,4.4778,Medium
2026-09-04,MYR,4.5028,Medium
2026-09-05,MYR,4.5014,Medium
2026-09-06,MYR,4.4846,Medium
2026-09-07,MYR,4.5128,Medium
2026-09-08,MYR,4.5344,Medium
2026-09-09,MYR,4.5437,Medium
2026-09-10,MYR,4.5326,Medium
2026-09-11,MYR,4.5319,Medium
2026-09-12,MYR,4.5297,Medium
2026-09-13,MYR,4.5342,Medium
2026-09-14,MYR,4.554,Medium
2026-09-15,MYR,4.566,Medium
2026-09-16,MYR,4.5512,Medium
2026-09-17,MYR,4.57,Medium
2026-09-18,MYR,4.5743,Medium
2026-09-19,MYR,4.5837,Medium
2026-09-20,MYR,4.6039,Medium
2026-09-21,MYR,4.5886,Medium
2026-09-22,MYR,4.5881,Medium
2026-09-23,MYR,4.5808,Medium
2026-09-24,MYR,4.5592,Medium
2026-09-25,MYR,4.5639,Medium
2026-09-26,MYR,4.5983,Medium
2026-09-27,MYR,4.573,Medium
2026-09-28,MYR,4.5725,Medium
2026-09-29,MYR,4.5813,Medium
2026-09-30,MYR,4.583,Medium
2026-10-01,MYR,4.5814,Medium
2026-10-02,MYR,4.5636,Medium
2026-10-03,MYR,4.5668,Medium
2026-10-04,MYR,4.5564,Medium
2026-10-05,MYR,4.5265,Medium
2026-10-06,MYR,4.5427,Medium
2026-10-07,MYR,4.5557,Medium
2026-10-08,MYR,4.5565,Medium
2026-10-09,MYR,4.5596,Medium
2026-10-10,MYR,4.5743,Medium
2026-10-11,MYR,4.5774,Medium
2026-10-12,MYR,4.5898,Medium
2026-10-13,MYR,4.5857,Medium
2026-10-14,MYR,4.6037,Medium
2026-10-15,MYR,4.6082,Medium
2026-10-16,MYR,4.6108,Medium
2026-10-17,MYR,4.5933,Medium
2026-10-18,MYR,4.5972,Medium
2026-10-19,MYR,4.5857,Medium
2026-10-20,MYR,4.577,Medium
2026-10-21,MYR,4.5658,Medium
2026-10-22,MYR,4.5512,Medium
2026-10-23,MYR,4.5802,Medium
2026-10-24,MYR,4.5985,Medium
2026-10-25,MYR,4.625,Medium
2026-10-26,MYR,4.608,Medium
2026-10-27,MYR,4.609,Medium
2026-10-28,MYR,4.5911,Medium
2026-10-29,MYR,4.5815,Medium
2026-10-30,MYR,4.5689,Medium
2026-10-31,MYR,4.5859,Medium
2026-11-01,MYR,4.5804,Medium
2026-11-02,MYR,4.5951,Medium
2026-11-03,MYR,4.6034,Medium
2026-11-04,MYR,4.6353,Medium
2026-11-05,MYR,4.6147,Medium
2026-11-06,MYR,4.6321,Medium
2026-11-07,MYR,4.648,Medium
2026-11-08,MYR,4.6345,Medium
2026-11-09,MYR,4.6485,Medium
2026-11-10,MYR,4.6532,Medium
2026-11-11,MYR,4.65,Medium
2026-11-12,MYR,4.6385,Medium
2026-11-13,MYR,4.6285,Medium
2026-11-14,MYR,4.657,Medium
2026-11-15,MYR,4.657,Medium
2026-11-16,MYR,4.6679,Medium
2026-11-17,MYR,4.6568,Medium
2026-11-18,MYR,4.6459,Medium
2026-11-19,MYR,4.661,Medium
2026-11-20,MYR,4.6421,Medium
2026-11-21,MYR,4.6363,Medium
2026-11-22,MYR,4.6368,Medium
2026-11-23,MYR,4.6384,Medium
2026-11-24,MYR,4.6359,Medium
2026-11-25,MYR,4.6414,Medium
2026-11-26,MYR,4.651,Medium
2026-11-27,MYR,4.6613,Medium
2026-11-28,MYR,4.6475,Medium
2026-11-29,MYR,4.6435,Medium
2026-11-30,MYR,4.6602,Medium
2026-12-01,MYR,4.6727,Medium
2026-12-02,MYR,4.6534,Medium
2026-12-03,MYR,4.6583,Medium
2026-12-04,MYR,4.6307,Medium
2026-12-05,MYR,4.6313,Medium
2026-12-06,MYR,4.6577,Medium
2026-12-07,MYR,4.6445,Medium
2026-12-08,MYR,4.6328,Medium
2026-12-09,MYR,4.6435,Medium
2026-12-10,MYR,4.622,Medium
2026-12-11,MYR,4.6132,Medium
2026-12-12,MYR,4.6215,Medium
2026-12-13,MYR,4.6127,Medium
2026-12-14,MYR,4.6094,Medium
2026-12-15,MYR,4.6197,Medium
2026-12-16,MYR,4.6255,Medium
2026-12-17,MYR,4.6292,Medium
2026-12-18,MYR,4.6245,Medium
2026-12-19,MYR,4.6297,Medium
2026-12-20,MYR,4.6279,Medium
2026-12-21,MYR,4.6343,Medium
2026-12-22,MYR,4.6274,Medium
2026-12-23,MYR,4.6249,Medium
2026-12-24,MYR,4.6111,Medium
2026-12-25,MYR,4.6106,Medium
2026-12-26,MYR,4.5994,Medium
2026-12-27,MYR,4.584,Medium
2026-12-28,MYR,4.5876,Medium
2026-12-29,MYR,4.5905,Medium
2026-12-30,MYR,4.6013,Medium
2026-12-31,MYR,4.5954,Medium
2026-01-01,CNY,7.2059,Medium
2026-01-02,CNY,7.2138,Medium
2026-01-03,CNY,7.2202,Medium
2026-01-04,CNY,7.2083,Medium
2026-01-05,CNY,7.2105,Medium
2026-01-06,CNY,7.2157,Medium
2026-01-07,CNY,7.2158,Medium
2026-01-08,CNY,7.1857,Medium
2026-01-09,CNY,7.188,Medium
2026-01-10,CNY,7.2198,Medium
2026-01-11,CNY,7.2146,Medium
2026-01-12,CNY,7.2041,Medium
2026-01-13,CNY,7.2095,Medium
2026-01-14,CNY,7.214,Medium
2026-01-15,CNY,7.2312,Medium
2026-01-16,CNY,7.213,Medium
2026-01-17,CNY,7.2236,Medium
2026-01-18,CNY,7.2321,Medium
2026-01-19,CNY,7.23,Medium
2026-01-20,CNY,7.2349,Medium
2026-01-21,CNY,7.2498,Medium
2026-01-22,CNY,7.2625,Medium
2026-01-23,CNY,7.2459,Medium
2026-01-24,CNY,7.2578,Medium
2026-01-25,CNY,7.2568,Medium
2026-01-26,CNY,7.2579,Medium
2026-01-27,CNY,7.2589,Medium
2026-01-28,CNY,7.2568,Medium
2026-01-29,CNY,7.2741,Medium
2026-01-30,CNY,7.2728,Medium
2026-01-31,CNY,7.2566,Medium
2026-02-01,CNY,7.2508,Medium
2026-02-02,CNY,7.2534,Medium
2026-02-03,CNY,7.2713,Medium
2026-02-04,CNY,7.28,Medium
2026-02-05,CNY,7.2677,Medium
2026-02-06,CNY,7.3038,Medium
2026-02-07,CNY,7.3076,Medium
2026-02-08,CNY,7.3263,Medium
2026-02-09,CNY,7.3241,Medium
2026-02-10,CNY,7.3319,Medium
2026-02-11,CNY,7.3442,Medium
2026-02-12,CNY,7.3621,Medium
2026-02-13,CNY,7.3776,Medium
2026-02-14,CNY,7.3905,Medium
2026-02-15,CNY,7.3859,Medium
2026-02-16,CNY,7.3774,Medium
2026-02-17,CNY,7.3823,Medium
2026-02-18,CNY,7.3961,Medium
2026-02-19,CNY,7.3928,Medium
2026-02-20,CNY,7.4086,Medium
2026-02-21,CNY,7.4301,Medium
2026-02-22,CNY,7.4165,Medium
2026-02-23,CNY,7.404,Medium
2026-02-24,CNY,7.402,Medium
2026-02-25,CNY,7.4065,Medium
2026-02-26,CNY,7.3988,Medium
2026-02-27,CNY,7.4188,Medium
2026-02-28,CNY,7.4251,Medium
2026-03-01,CNY,7.4256,Medium
2026-03-02,CNY,7.4043,Medium
2026-03-03,CNY,7.3848,Medium
2026-03-04,CNY,7.389,Medium
2026-03-05,CNY,7.3575,Medium
2026-03-06,CNY,7.3724,Medium
2026-03-07,CNY,7.37,Medium
2026-03-08,CNY,7.4178,Medium
2026-03-09,CNY,7.4521,Medium
2026-03-10,CNY,7.4494,Medium
2026-03-11,CNY,7.4478,Medium
2026-03-12,CNY,7.4626,Medium
2026-03-13,CNY,7.488,Medium
2026-03-14,CNY,7.4635,Medium
2026-03-15,CNY,7.4368,Medium
2026-03-16,CNY,7.4276,Medium
2026-03-17,CNY,7.4362,Medium
2026-03-18,CNY,7.4436,Medium
2026-03-19,CNY,7.4596,Medium
2026-03-20,CNY,7.4417,Medium
2026-03-21,CNY,7.4072,Medium
2026-03-22,CNY,7.4199,Medium
2026-03-23,CNY,7.4076,Medium
2026-03-24,CNY,7.3777,Medium
2026-03-25,CNY,7.3798,Medium
2026-03-26,CNY,7.3916,Medium
2026-03-27,CNY,7.3898,Medium
2026-03-28,CNY,7.383,Medium
2026-03-29,CNY,7.3806,Medium
2026-03-30,CNY,7.3752,Medium
2026-03-31,CNY,7.3553,Medium
2026-04-01,CNY,7.3448,Medium
2026-04-02,CNY,7.3524,Medium
2026-04-03,CNY,7.3572,Medium
2026-04-04,CNY,7.3596,Medium
2026-04-05,CNY,7.345,Medium
2026-04-06,CNY,7.3423,Medium
2026-04-07,CNY,7.3103,Medium
2026-04-08,CNY,7.3129,Medium
2026-04-09,CNY,7.3338,Medium
2026-04-10,CNY,7.3122,Medium
2026-04-11,CNY,7.3037,Medium
2026-04-12,CNY,7.3085,Medium
2026-04-13,CNY,7.3268,Medium
2026-04-14,CNY,7.3202,Medium
2026-04-15,CNY,7.3101,Medium
2026-04-16,CNY,7.2813,Medium
2026-04-17,CNY,7.2828,Medium
2026-04-18,CNY,7.3125,Medium
2026-04-19,CNY,7.3166,Medium
2026-04-20,CNY,7.3163,Medium
2026-04-21,CNY,7.321,Medium
2026-04-22,CNY,7.3208,Medium
2026-04-23,CNY,7.3089,Medium
2026-04-24,CNY,7.321,Medium
2026-04-25,CNY,7.3243,Medium
2026-04-26,CNY,7.3245,Medium
2026-04-27,CNY,7.3102,Medium
2026-04-28,CNY,7.3293,Medium
2026-04-29,CNY,7.339,Medium
2026-04-30,CNY,7.3309,Medium
2026-05-01,CNY,7.3456,Medium
2026-05-02,CNY,7.3383,Medium
2026-05-03,CNY,7.3268,Medium
2026-05-04,CNY,7.3157,Medium
2026-05-05,CNY,7.2898,Medium
2026-05-06,CNY,7.2966,Medium
2026-05-07,CNY,7.2699,Medium
2026-05-08,CNY,7.2521,Medium
2026-05-09,CNY,7.222,Medium
2026-05-10,CNY,7.2207,Medium
2026-05-11,CNY,7.2185,Medium
2026-05-12,CNY,7.2138,Medium
2026-05-13,CNY,7.1988,Medium
2026-05-14,CNY,7.1819,Medium
2026-05-15,CNY,7.1886,Medium
2026-05-16,CNY,7.1807,Medium
2026-05-17,CNY,7.1852,Medium
2026-05-18,CNY,7.1725,Medium
2026-05-19,CNY,7.1751,Medium
2026-05-20,CNY,7.1938,Medium
2026-05-21,CNY,7.2022,Medium
2026-05-22,CNY,7.1963,Medium
2026-05-23,CNY,7.2,Medium
2026-05-24,CNY,7.1965,Medium
2026-05-25,CNY,7.1966,Medium
2026-05-26,CNY,7.1919,Medium
2026-05-27,CNY,7.1896,Medium
2026-05-28,CNY,7.1926,Medium
2026-05-29,CNY,7.1783,Medium
2026-05-30,CNY,7.1637,Medium
2026-05-31,CNY,7.1439,Medium
2026-06-01,CNY,7.121,Medium
2026-06-02,CNY,7.1037,Medium
2026-06-03,CNY,7.1059,Medium
2026-06-04,CNY,7.0932,Medium
2026-06-05,CNY,7.1005,Medium
2026-06-06,CNY,7.101,Medium
2026-06-07,CNY,7.0731,Medium
2026-06-08,CNY,7.0823,Medium
2026-06-09,CNY,7.0938,Medium
2026-06-10,CNY,7.0797,Medium
2026-06-11,CNY,7.0857,Medium
2026-06-12,CNY,7.0735,Medium
2026-06-13,CNY,7.0749,Medium
2026-06-14,CNY,7.057,Medium
2026-06-15,CNY,7.0317,Medium
2026-06-16,CNY,7.0263,Medium
2026-06-17,CNY,7.0246,Medium
2026-06-18,CNY,7.019,Medium
2026-06-19,CNY,7.0024,Medium
2026-06-20,CNY,6.9968,Medium
2026-06-21,CNY,7.0005,Medium
2026-06-22,CNY,6.9999,Medium
2026-06-23,CNY,7.0025,Medium
2026-06-24,CNY,6.9931,Medium
2026-06-25,CNY,7.0095,Medium
2026-06-26,CNY,6.993,Medium
2026-06-27,CNY,6.9998,Medium
2026-06-28,CNY,7.0163,Medium
2026-06-29,CNY,7.0231,Medium
2026-06-30,CNY,7.0202,Medium
2026-07-01,CNY,7.0128,Medium
2026-07-02,CNY,7.0274,Medium
2026-07-03,CNY,7.0074,Medium
2026-07-04,CNY,6.9938,Medium
2026-07-05,CNY,6.9882,Medium
2026-07-06,CNY,7.0055,Medium
2026-07-07,CNY,7.0108,Medium
2026-07-08,CNY,6.9972,Medium
2026-07-09,CNY,6.9929,Medium
2026-07-10,CNY,6.9843,Medium
2026-07-11,CNY,6.9744,Medium
2026-07-12,CNY,6.9881,Medium
2026-07-13,CNY,6.9689,Medium
2026-07-14,CNY,6.9913,Medium
2026-07-15,CNY,7.0029,Medium
2026-07-16,CNY,7.0182,Medium
2026-07-17,CNY,7.0117,Medium
2026-07-18,CNY,7.0096,Medium
2026-07-19,CNY,6.9895,Medium
2026-07-20,CNY,6.9821,Medium
2026-07-21,CNY,6.989,Medium
2026-07-22,CNY,7.0071,Medium
2026-07-23,CNY,6.9916,Medium
2026-07-24,CNY,6.9865,Medium
2026-07-25,CNY,6.9844,Medium
2026-07-26,CNY,6.9649,Medium
2026-07-27,CNY,6.9731,Medium
2026-07-28,CNY,6.963,Medium
2026-07-29,CNY,6.9603,Medium
2026-07-30,CNY,6.954,Medium
2026-07-31,CNY,6.9431,Medium
2026-08-01,CNY,6.943,Medium
2026-08-02,CNY,6.94,Medium
2026-08-03,CNY,6.9348,Medium
2026-08-04,CNY,6.9247,Medium
2026-08-05,CNY,6.9291,Medium
2026-08-06,CNY,6.952,Medium
2026-08-07,CNY,6.954,Medium
2026-08-08,CNY,6.9678,Medium
2026-08-09,CNY,6.9485,Medium
2026-08-10,CNY,6.9507,Medium
2026-08-11,CNY,6.9354,Medium
2026-08-12,CNY,6.9149,Medium
2026-08-13,CNY,6.9047,Medium
2026-08-14,CNY,6.9212,Medium
2026-08-15,CNY,6.9343,Medium
2026-08-16,CNY,6.9377,Medium
2026-08-17,CNY,6.9164,Medium
2026-08-18,CNY,6.9137,Medium
2026-08-19,CNY,6.9179,Medium
2026-08-20,CNY,6.9203,Medium
2026-08-21,CNY,6.8948,Medium
2026-08-22,CNY,6.8825,Medium
2026-08-23,CNY,6.8816,Medium
2026-08-24,CNY,6.889,Medium
2026-08-25,CNY,6.8587,Medium
2026-08-26,CNY,6.8565,Medium
2026-08-27,CNY,6.8585,Medium
2026-08-28,CNY,6.8701,Medium
2026-08-29,CNY,6.8796,Medium
2026-08-30,CNY,6.8877,Medium
2026-08-31,CNY,6.8766,Medium
2026-09-01,CNY,6.8504,Medium
2026-09-02,CNY,6.845,Medium
2026-09-03,CNY,6.8587,Medium
2026-09-04,CNY,6.8778,Medium
2026-09-05,CNY,6.8876,Medium
2026-09-06,CNY,6.8935,Medium
2026-09-07,CNY,6.8988,Medium
2026-09-08,CNY,6.8911,Medium
2026-09-09,CNY,6.8893,Medium
2026-09-10,CNY,6.9123,Medium
2026-09-11,CNY,6.8993,Medium
